Kota,Bulan,Suhu_Min,Suhu_Max,Suhu_Rata,Kelembaban,Tekanan_Udara,Kecepatan_Angin,Arah_Angin,Lama_Penyinaran,Curah_Hujan_mm,Intensitas_Hujan
Wonosobo,2,17.8,27.6,23.4,91.4,919.4,3.7,TL,4.9,101.9,Hujan Lebat
Salatiga,6,23.5,30.0,26.8,77.6,,7.0,TL,6.4,14.5,Hujan Ringan
Salatiga,10,22.4,29.7,25.2,86.8,958.1,4.7,BD,6.1,86.3,Hujan Lebat
Salatiga,6,21.2,,25.1,82.9,959.8,2.3,U,7.5,37.5,Hujan Sedang
Semarang,1,25.3,36.8,31.7,,1010.1,6.8,BD,4.0,40.6,Hujan Sedang
Kudus,5,27.6,33.4,30.9,63.9,1015.6,5.2,BL,,0.0,Tidak Hujan
Tegal,2,24.2,33.2,28.5,86.4,1013.2,7.4,TG,3.1,43.2,Hujan Sedang
Kudus,4,25.5,31.0,28.8,79.7,1010.4,2.5,S,3.7,39.9,Hujan Sedang
Semarang,1,25.7,33.6,29.4,90.1,1008.0,3.9,TL,3.9,46.6,Hujan Sedang
Tegal,11,24.3,33.3,29.0,,1013.6,18.5,TG,7.7,9.2,Hujan Ringan
Semarang,12,,34.2,30.3,81.1,1014.8,23.0,TL,5.7,35.7,Hujan Sedang
Wonosobo,6,19.9,,22.9,94.1,925.1,3.1,S,8.7,94.9,Hujan Lebat
Solo,2,24.1,32.5,28.4,86.8,1002.0,5.6,B,3.8,25.9,Hujan Sedang
Purwokerto,11,24.1,30.4,27.0,98.2,1004.0,11.5,TL,4.8,28.5,Hujan Sedang
Kudus,7,24.8,31.1,27.5,71.7,1011.0,9.8,TG,10.1,0.0,Tidak Hujan
Pekalongan,12,25.2,32.0,29.2,89.1,1013.9,7.9,TL,5.2,39.3,Hujan Sedang
Tegal,12,25.2,33.8,29.3,83.6,1016.3,10.1,S,6.1,6.9,Hujan Ringan
Tegal,12,26.1,31.9,28.1,84.8,1014.5,18.6,T,6.9,16.7,Hujan Ringan
Pekalongan,3,25.8,32.2,28.8,85.0,1014.1,,TL,2.5,28.4,Hujan Sedang
Solo,1,25.4,32.3,29.0,85.6,,7.0,T,3.7,46.7,Hujan Sedang
Pekalongan,7,24.9,32.5,29.4,79.5,1015.1,5.3,U,6.8,0.0,Tidak Hujan
Cilacap,7,23.5,31.8,28.2,87.5,,5.8,TG,,3.1,Hujan Ringan
Solo,5,25.5,34.4,30.0,66.8,997.2,13.3,B,6.7,0.0,Tidak Hujan
Kudus,2,27.1,33.5,30.5,88.3,1008.0,10.6,BD,4.1,37.2,Hujan Sedang
Semarang,1,25.6,34.8,30.3,80.6,1012.7,2.5,U,4.0,19.8,Hujan Ringan
Pekalongan,8,23.1,35.8,29.5,78.1,1013.7,9.8,TG,8.7,0.0,Tidak Hujan
Purwokerto,4,22.8,28.8,26.5,93.7,1007.3,2.1,U,7.5,48.8,Hujan Sedang
Purwokerto,5,23.7,31.6,28.0,79.9,1004.5,3.6,TL,8.1,0.0,Tidak Hujan
Semarang,9,26.0,35.0,30.2,76.9,1014.7,16.6,BL,,0.0,Tidak Hujan
Wonosobo,4,18.5,26.2,22.8,,920.0,3.0,TL,6.7,77.6,Hujan Lebat
Tegal,8,23.7,33.4,28.5,85.1,1010.1,4.4,TG,8.5,17.2,Hujan Ringan
Magelang,8,22.3,29.6,25.8,84.6,968.1,12.6,BD,7.8,37.9,Hujan Sedang
Kudus,12,26.4,34.3,30.0,77.5,1010.9,5.6,B,2.6,41.4,Hujan Sedang
Tegal,6,25.5,32.4,28.7,77.6,1013.1,3.0,B,8.7,0.0,Tidak Hujan
Purwokerto,3,23.8,33.8,29.1,,1000.7,8.6,TL,1.7,81.3,Hujan Lebat
Solo,9,24.1,36.0,29.5,73.4,1001.0,30.8,U,5.3,0.0,Tidak Hujan
Tegal,5,25.1,32.9,28.7,76.2,1008.9,2.2,U,6.6,0.0,Tidak Hujan
Solo,12,25.0,31.0,28.2,85.6,1005.7,14.6,BL,2.0,42.5,Hujan Sedang
Semarang,12,25.3,35.1,29.8,81.6,1010.9,13.0,BL,3.8,24.1,Hujan Sedang
Pekalongan,11,25.8,33.1,30.1,85.0,1013.9,2.6,BL,6.6,26.5,Hujan Sedang
Pekalongan,4,24.9,31.6,27.7,83.4,1019.0,2.1,S,5.3,46.6,Hujan Sedang
Pekalongan,10,23.0,35.6,29.7,77.5,1014.8,5.0,TG,6.6,13.5,Hujan Ringan
Purwokerto,7,23.3,30.7,27.6,83.4,999.9,2.5,BL,10.4,15.2,Hujan Ringan
Salatiga,10,21.3,32.2,26.6,90.3,960.1,5.7,TG,1.6,121.9,Hujan Lebat
Tegal,2,23.6,34.1,28.1,85.2,1008.8,2.2,TL,5.8,42.6,Hujan Sedang
Solo,1,26.8,,28.6,88.8,1004.1,5.0,S,4.4,43.3,Hujan Sedang
Pekalongan,2,26.9,32.9,31.1,86.8,1012.2,4.9,T,6.7,23.5,Hujan Sedang
Solo,8,24.5,35.9,30.1,66.0,1000.7,9.6,BL,5.8,0.0,Tidak Hujan
Kudus,5,24.0,,28.5,79.3,1010.0,,TG,4.7,11.8,Hujan Ringan
Kudus,10,25.9,34.4,29.7,86.2,1009.2,4.0,BL,2.0,41.5,Hujan Sedang
Magelang,6,22.4,33.0,27.3,81.9,966.3,4.8,T,9.7,14.0,Hujan Ringan
Solo,2,23.8,32.3,27.9,81.7,1001.0,2.3,U,3.7,30.5,Hujan Sedang
Semarang,3,25.0,37.0,30.6,89.7,1014.1,14.7,TG,5.8,34.6,Hujan Sedang
Semarang,2,24.3,,29.0,79.1,1012.6,9.0,T,5.8,40.2,Hujan Sedang
Purwokerto,9,23.4,30.0,26.3,75.8,1003.2,2.5,BD,6.8,0.0,Tidak Hujan
Magelang,7,21.4,31.1,25.8,89.7,965.7,9.4,S,8.0,47.7,Hujan Sedang
Wonosobo,1,18.0,26.6,22.3,90.8,926.6,5.5,BL,2.0,117.4,Hujan Lebat
Tegal,2,22.5,29.4,26.5,82.6,1011.7,,BL,8.8,24.7,Hujan Sedang
Semarang,8,25.7,35.6,30.7,89.2,1010.3,2.9,T,7.3,9.0,Hujan Ringan
Kudus,3,24.6,32.0,28.3,89.1,1010.1,4.2,BD,4.2,24.4,Hujan Sedang
Purwokerto,1,23.5,33.1,27.8,80.5,1002.5,2.9,TG,4.6,28.0,Hujan Sedang
Kudus,1,24.4,36.7,30.7,83.0,1011.4,8.9,BL,3.6,34.4,Hujan Sedang
Salatiga,2,21.5,28.2,24.9,89.1,961.4,10.1,S,5.3,63.9,Hujan Lebat
Wonosobo,2,,26.0,23.1,88.4,923.7,14.9,TL,5.5,121.2,Hujan Lebat
Semarang,1,25.9,30.1,28.2,93.3,1012.6,9.5,U,5.4,26.2,Hujan Sedang
Magelang,5,21.4,30.2,26.5,80.6,968.2,4.6,TL,8.5,11.3,Hujan Ringan
Cilacap,1,25.1,32.8,29.0,94.4,,15.7,U,5.6,23.3,Hujan Sedang
Purwokerto,10,23.5,34.1,28.4,88.6,1002.2,3.8,TG,7.3,47.9,Hujan Sedang
Salatiga,6,21.4,30.6,26.0,90.8,963.1,2.2,TG,8.6,45.2,Hujan Sedang
Kudus,10,26.4,31.1,28.8,78.7,1010.8,2.5,B,4.5,37.4,Hujan Sedang
Purwokerto,11,25.1,30.3,27.5,90.0,,3.6,T,5.8,23.3,Hujan Sedang
Wonosobo,6,15.0,24.3,20.0,97.1,924.7,10.2,BD,8.6,83.1,Hujan Lebat
Magelang,7,22.3,28.9,25.4,86.1,965.7,3.8,S,8.5,45.6,Hujan Sedang
Purwokerto,12,22.4,33.4,28.1,82.4,1003.4,9.4,BD,5.9,32.0,Hujan Sedang
Solo,10,21.3,32.0,26.2,86.7,1010.3,6.3,TG,6.4,36.3,Hujan Sedang
Semarang,5,25.7,32.0,29.8,81.4,1013.2,4.0,TL,6.6,0.0,Tidak Hujan
Magelang,2,22.8,29.1,26.2,95.9,966.7,4.0,S,6.9,130.9,Hujan Lebat
Kudus,10,24.4,36.1,30.3,78.0,1010.1,19.2,T,2.8,42.1,Hujan Sedang
Magelang,1,21.8,29.7,25.7,98.2,964.2,10.9,B,3.9,110.9,Hujan Lebat
Salatiga,12,,29.2,25.8,93.5,959.7,6.7,S,4.6,91.2,Hujan Lebat
Semarang,3,24.8,35.7,30.3,75.3,,11.7,TG,8.4,1.4,Hujan Ringan
Kudus,11,24.5,32.8,28.5,79.4,1008.7,7.1,BD,7.1,10.2,Hujan Ringan
Salatiga,6,22.7,31.1,27.1,86.6,963.9,6.1,TG,8.7,32.0,Hujan Sedang
Magelang,5,21.9,31.7,27.2,86.6,967.8,,TL,8.3,36.9,Hujan Sedang
Cilacap,6,25.1,32.9,28.7,80.0,1015.5,3.3,TG,7.9,0.0,Tidak Hujan
Kudus,3,24.9,32.4,27.9,88.8,1007.3,9.4,U,4.6,44.3,Hujan Sedang
Semarang,8,25.4,34.1,30.8,74.6,1011.2,6.3,TG,,0.0,Tidak Hujan
Solo,7,25.2,31.9,28.3,74.4,1005.5,3.6,T,5.5,0.0,Tidak Hujan
Wonosobo,11,20.2,26.0,23.5,97.1,921.9,4.6,BL,1.7,112.9,Hujan Lebat
Cilacap,10,23.3,35.6,30.4,93.3,1015.4,19.1,BL,0.5,149.8,Hujan Lebat
Purwokerto,3,23.7,28.7,25.9,89.5,1006.8,7.2,TL,3.2,20.6,Hujan Sedang
Purwokerto,5,24.3,32.6,28.8,80.8,1002.7,2.6,BL,10.2,0.0,Tidak Hujan
Tegal,7,25.3,,29.7,81.6,1014.9,7.3,TG,,0.0,Tidak Hujan
Tegal,11,24.9,32.2,28.9,85.0,1010.4,2.2,TG,3.4,31.1,Hujan Sedang
Cilacap,11,24.7,33.0,28.4,85.2,1015.2,2.4,U,,42.6,Hujan Sedang
Wonosobo,10,17.9,26.5,22.3,92.9,924.4,10.0,T,7.0,87.2,Hujan Lebat
Magelang,11,20.2,32.5,26.0,83.7,,3.8,TG,8.6,131.3,Hujan Lebat
Cilacap,4,24.6,32.9,29.0,90.1,1007.7,6.6,BD,3.2,27.9,Hujan Sedang
Magelang,10,22.7,29.8,26.3,91.1,965.0,6.7,U,5.4,68.1,Hujan Lebat
Tegal,8,25.5,32.3,28.9,72.4,1012.2,2.0,S,7.4,0.0,Tidak Hujan
Purwokerto,11,24.4,30.9,27.7,88.2,1006.3,10.6,BL,7.9,38.3,Hujan Sedang
Tegal,8,24.4,29.6,27.3,79.9,1010.7,18.0,TL,5.5,0.0,Tidak Hujan
Tegal,11,24.2,34.2,29.2,91.3,1012.1,2.4,T,6.5,27.4,Hujan Sedang
Wonosobo,5,19.3,27.0,23.9,85.7,,6.3,TG,9.6,32.2,Hujan Sedang
Cilacap,6,25.6,32.1,30.3,80.8,1014.0,4.7,T,6.8,0.0,Tidak Hujan
Wonosobo,8,18.2,25.6,22.0,91.2,920.0,13.0,TG,7.9,138.9,Hujan Lebat
Tegal,7,24.2,33.0,28.2,81.2,1015.9,,S,10.7,0.0,Tidak Hujan
Cilacap,4,24.8,32.6,28.5,88.0,1006.7,4.0,B,4.4,47.4,Hujan Sedang
Cilacap,3,23.9,33.2,28.3,97.8,1015.2,28.7,U,4.3,21.1,Hujan Sedang
Magelang,8,22.7,29.4,26.8,76.8,967.7,5.2,TL,6.6,17.2,Hujan Ringan
Solo,3,26.4,,29.9,83.2,1006.6,2.0,B,,25.4,Hujan Sedang
Salatiga,7,21.8,30.1,25.9,94.0,955.4,6.2,S,5.0,21.3,Hujan Sedang
Tegal,8,24.3,32.7,28.5,84.3,1014.7,9.4,TG,12.0,0.0,Tidak Hujan
Purwokerto,8,23.3,32.9,27.8,77.4,1008.7,2.1,TL,6.9,0.0,Tidak Hujan
Kudus,6,26.0,,30.2,74.9,1011.7,22.4,S,8.2,0.0,Tidak Hujan
Tegal,4,25.8,33.5,29.3,78.8,1009.7,14.6,BD,7.4,8.6,Hujan Ringan
Magelang,1,22.8,28.6,25.2,91.1,965.4,9.9,B,4.7,106.1,Hujan Lebat
Salatiga,7,22.7,31.5,27.6,84.4,962.1,9.7,TG,4.4,26.4,Hujan Sedang
Solo,4,,31.9,27.8,91.0,1000.7,2.6,BD,5.3,37.4,Hujan Sedang
Salatiga,12,21.5,,26.7,92.5,962.1,3.6,BL,6.3,148.3,Hujan Lebat
Pekalongan,1,25.2,32.0,28.2,84.4,1011.7,7.4,U,3.3,43.3,Hujan Sedang
Solo,1,25.5,33.9,29.5,84.1,1001.5,20.8,B,2.2,33.9,Hujan Sedang
Pekalongan,2,24.7,34.5,30.4,84.3,1013.2,5.3,B,5.0,36.5,Hujan Sedang
Tegal,4,24.8,32.7,29.5,86.4,1017.6,3.7,TL,5.9,48.6,Hujan Sedang
Semarang,6,25.4,32.2,28.9,83.7,1012.2,17.3,S,8.3,0.0,Tidak Hujan
Tegal,8,25.8,34.7,30.5,74.8,1010.1,3.1,BD,9.0,0.0,Tidak Hujan
Salatiga,2,23.9,29.8,25.9,92.1,962.7,5.8,BL,4.3,126.4,Hujan Lebat
Semarang,4,27.0,34.6,31.3,82.9,1009.6,3.5,S,3.4,29.2,Hujan Sedang
Kudus,12,24.7,32.2,27.8,91.2,1015.0,5.2,U,5.7,43.0,Hujan Sedang
Pekalongan,2,25.8,29.5,27.3,98.6,,6.2,U,6.4,29.0,Hujan Sedang
Kudus,3,23.1,32.4,27.7,81.7,1015.7,8.2,S,4.2,24.7,Hujan Sedang
Semarang,8,23.8,35.5,29.5,74.5,1009.8,13.0,BL,5.5,0.0,Tidak Hujan
Wonosobo,10,18.4,24.8,21.8,94.0,924.2,6.4,B,3.3,71.8,Hujan Lebat
Kudus,3,22.3,34.0,28.2,92.0,1009.0,20.8,TG,6.0,22.5,Hujan Sedang
Kudus,3,24.0,31.4,28.0,93.0,1014.6,3.1,U,2.6,21.7,Hujan Sedang
Cilacap,3,23.0,30.0,26.1,91.9,1011.9,10.7,U,7.7,44.9,Hujan Sedang
Kudus,6,25.9,34.5,30.6,77.3,1011.8,16.4,S,7.5,0.0,Tidak Hujan
Semarang,9,26.8,32.6,29.8,71.8,1010.3,4.7,U,8.0,0.0,Tidak Hujan
Solo,11,25.9,31.6,29.0,80.0,1001.4,15.8,B,6.2,25.8,Hujan Sedang
Solo,6,24.9,32.2,28.9,80.8,1002.6,4.4,TL,8.2,0.0,Tidak Hujan
Cilacap,12,24.8,31.8,28.5,88.3,1012.9,8.0,TG,6.4,37.3,Hujan Sedang
Kudus,11,25.8,30.8,27.4,90.9,,5.7,TL,8.3,23.8,Hujan Sedang
Tegal,12,27.8,33.4,31.1,86.2,1010.3,9.9,B,8.0,26.4,Hujan Sedang
Semarang,4,24.5,33.6,29.6,74.7,,16.2,TG,4.8,20.0,Hujan Ringan
Kudus,8,24.2,31.2,27.6,73.3,1012.4,4.3,T,7.9,0.0,Tidak Hujan
Magelang,10,22.2,,25.7,93.9,970.1,3.6,BL,4.4,83.5,Hujan Lebat
Semarang,5,22.6,31.4,25.4,88.6,1013.2,8.9,BL,6.2,14.8,Hujan Ringan
Purwokerto,7,23.5,33.9,28.9,84.0,1001.4,15.2,T,4.6,7.3,Hujan Ringan
Kudus,12,26.3,34.7,29.9,83.4,1008.1,9.2,B,2.7,21.5,Hujan Sedang
Solo,8,25.9,34.6,29.9,80.0,1000.9,4.7,B,6.8,7.2,Hujan Ringan
Tegal,9,26.0,32.2,28.7,75.8,1015.1,9.3,U,4.5,0.0,Tidak Hujan
Magelang,8,22.1,31.0,26.6,87.8,964.7,10.9,S,11.3,2.8,Hujan Ringan
Pekalongan,10,22.5,33.4,27.9,,,3.1,U,0.0,26.4,Hujan Sedang
Kudus,10,24.7,33.8,29.7,89.0,1012.0,7.9,TL,1.4,39.7,Hujan Sedang
Wonosobo,8,20.2,25.5,22.2,84.0,,3.4,S,8.7,127.7,Hujan Lebat
Magelang,3,23.1,31.4,27.5,92.5,970.3,2.8,BL,0.2,107.3,Hujan Lebat
Purwokerto,2,23.4,31.9,27.6,91.2,1003.4,6.2,S,6.0,33.2,Hujan Sedang
Pekalongan,5,25.7,32.4,29.2,79.8,1014.4,10.7,B,7.1,0.0,Tidak Hujan
Pekalongan,11,23.9,34.8,29.1,91.5,1012.5,4.9,B,5.1,46.7,Hujan Sedang
Kudus,3,25.7,34.3,30.1,81.9,1010.0,3.7,B,5.1,33.3,Hujan Sedang
Tegal,7,25.8,35.5,30.4,80.4,1014.1,3.7,U,6.7,17.4,Hujan Ringan
Solo,2,24.8,34.0,29.3,89.9,1003.1,4.9,TL,4.5,47.8,Hujan Sedang
Semarang,4,26.2,30.8,28.4,90.3,1011.7,2.8,TG,8.9,28.8,Hujan Sedang
Cilacap,4,23.3,33.2,27.9,86.5,1017.0,2.1,BL,6.9,7.0,Hujan Ringan
Purwokerto,1,22.8,29.9,26.7,93.1,1007.2,,TL,4.7,25.8,Hujan Sedang
Salatiga,11,22.4,30.3,25.9,95.0,965.3,11.0,U,2.2,58.9,Hujan Lebat
Cilacap,8,23.5,31.1,27.7,,1013.2,7.9,T,7.6,0.0,Tidak Hujan
Kudus,3,25.5,34.8,30.1,80.1,1010.4,2.8,TG,4.3,24.2,Hujan Sedang
Semarang,8,21.8,34.0,28.2,72.9,1007.2,,TL,6.6,0.0,Tidak Hujan
Cilacap,12,22.1,32.6,27.4,,1014.0,3.7,BL,,22.0,Hujan Sedang
Pekalongan,11,25.9,33.3,29.9,93.4,1012.4,4.9,T,2.8,41.5,Hujan Sedang
Cilacap,2,24.3,33.2,28.7,88.9,,7.5,T,,33.1,Hujan Sedang
Kudus,7,26.6,31.5,29.9,,1013.3,9.6,TL,7.0,0.0,Tidak Hujan
Kudus,9,24.3,30.7,28.8,78.0,1014.6,5.4,TG,5.8,0.0,Tidak Hujan
Pekalongan,12,26.6,,29.1,86.9,1014.3,3.7,B,3.9,36.9,Hujan Sedang
Kudus,11,26.6,34.5,29.4,83.3,1010.8,33.4,B,7.7,37.2,Hujan Sedang
Salatiga,6,20.9,27.9,24.4,93.6,960.5,,BL,7.3,31.9,Hujan Sedang
Solo,11,25.2,33.1,29.4,87.3,1001.8,2.0,BD,3.0,49.6,Hujan Sedang
Cilacap,7,24.9,34.7,30.0,83.0,1009.8,15.9,B,9.7,0.0,Tidak Hujan
Wonosobo,2,18.1,27.7,23.1,98.9,920.5,3.6,S,7.2,71.2,Hujan Lebat
Magelang,12,22.9,25.1,24.4,86.5,966.2,14.8,BL,7.7,100.0,Hujan Lebat
Kudus,2,25.2,30.3,27.1,78.4,1009.6,8.5,B,2.0,32.9,Hujan Sedang
Pekalongan,1,25.7,,29.8,92.7,1011.9,6.8,TL,7.1,22.4,Hujan Sedang
Purwokerto,10,25.5,30.9,27.8,92.0,1005.5,9.7,TL,3.8,28.4,Hujan Sedang
Solo,8,,32.5,28.4,77.7,1005.4,3.4,TG,5.7,6.0,Hujan Ringan
Wonosobo,11,20.4,26.0,23.0,99.0,919.3,19.8,S,3.8,68.0,Hujan Lebat
Pekalongan,5,25.9,31.2,29.4,81.3,1010.7,2.4,BD,6.5,18.1,Hujan Ringan
Tegal,6,25.3,33.5,28.5,78.6,1009.8,9.3,BL,10.8,0.0,Tidak Hujan
Semarang,11,26.2,33.8,30.0,,1010.8,,TL,6.4,35.9,Hujan Sedang
Kudus,2,24.5,33.9,29.2,84.6,1008.1,,BL,3.0,23.2,Hujan Sedang
Cilacap,2,24.6,,27.3,80.7,1010.2,2.2,TG,2.3,49.9,Hujan Sedang
Pekalongan,11,22.1,33.9,27.7,76.2,,6.9,BD,3.9,16.0,Hujan Ringan
Solo,1,25.4,34.0,29.3,73.5,1004.7,16.6,TL,3.1,29.1,Hujan Sedang
Purwokerto,12,24.2,34.3,29.1,88.7,1006.0,3.1,B,4.3,29.6,Hujan Sedang
Wonosobo,1,19.6,27.2,23.6,89.1,921.1,7.4,U,5.4,130.2,Hujan Lebat
Purwokerto,9,23.4,31.1,27.5,83.3,1003.8,3.2,BL,4.9,14.1,Hujan Ringan
Tegal,7,24.6,34.4,29.7,84.5,1014.3,9.5,T,6.0,16.8,Hujan Ringan
Kudus,5,25.6,30.0,28.2,74.1,1010.7,10.6,S,6.9,0.0,Tidak Hujan
Purwokerto,7,25.6,32.1,29.0,78.4,1007.8,,S,7.6,7.8,Hujan Ringan
Salatiga,2,21.2,29.6,25.9,91.1,958.4,5.2,U,6.4,67.5,Hujan Lebat
Solo,1,24.1,31.3,28.5,87.3,1008.9,2.9,BD,1.2,43.8,Hujan Sedang
Semarang,8,28.1,34.4,31.3,80.5,1011.7,4.3,TL,10.6,0.0,Tidak Hujan
Wonosobo,9,18.3,26.4,23.0,92.4,927.1,6.5,B,9.1,138.2,Hujan Lebat
Kudus,4,25.9,34.8,30.3,91.9,1009.5,5.6,S,2.2,32.5,Hujan Sedang
Solo,12,25.4,32.7,29.9,91.2,1004.5,8.0,B,6.5,43.7,Hujan Sedang
Salatiga,2,21.8,27.9,24.6,94.1,962.7,3.8,BD,5.7,122.1,Hujan Lebat
Pekalongan,2,25.9,31.5,27.8,89.6,1015.8,6.7,T,5.7,43.5,Hujan Sedang
Tegal,5,25.9,33.2,29.4,77.6,1013.0,2.5,S,7.4,0.0,Tidak Hujan
Salatiga,9,23.2,31.1,27.2,76.8,959.2,2.9,BL,10.3,17.1,Hujan Ringan
Tegal,8,24.5,34.0,28.7,80.8,1017.3,37.3,T,9.6,0.0,Tidak Hujan
Semarang,5,24.6,34.6,29.8,,1012.3,7.2,U,7.3,0.0,Tidak Hujan
Solo,8,25.3,32.6,28.9,76.8,1000.0,9.7,T,10.4,0.0,Tidak Hujan
Solo,2,25.6,31.6,28.8,82.8,1005.2,2.0,TL,5.5,46.5,Hujan Sedang
Salatiga,10,18.6,30.2,24.9,92.4,959.4,7.7,BL,5.6,52.8,Hujan Lebat
Salatiga,2,23.4,26.8,25.4,86.9,959.7,5.9,B,1.8,79.2,Hujan Lebat
Wonosobo,2,19.5,23.7,21.6,91.6,,5.3,T,0.6,143.7,Hujan Lebat
Magelang,1,22.6,31.7,25.6,89.8,968.5,4.8,TL,4.6,149.5,Hujan Lebat
Semarang,11,24.6,31.5,28.0,86.5,,17.7,BL,2.6,26.6,Hujan Sedang
Cilacap,8,25.0,31.3,28.1,87.9,1015.4,8.7,T,7.0,11.7,Hujan Ringan
Pekalongan,1,24.9,32.5,29.3,81.4,1012.9,13.5,U,9.8,8.6,Hujan Ringan
Wonosobo,9,18.9,26.6,22.6,86.5,926.9,11.7,TL,3.6,79.2,Hujan Lebat
Salatiga,3,21.4,29.3,25.5,87.4,961.3,11.8,TL,3.2,131.5,Hujan Lebat
Tegal,12,23.5,32.4,28.9,,1012.3,8.0,B,2.6,46.1,Hujan Sedang
Solo,8,23.6,34.5,28.9,73.4,998.1,3.5,U,7.1,0.0,Tidak Hujan
Cilacap,5,25.1,32.7,28.5,,1015.9,10.1,S,6.4,15.5,Hujan Ringan
Magelang,8,24.1,31.9,27.9,78.1,968.2,6.9,T,6.1,20.0,Hujan Ringan
Wonosobo,7,18.1,25.7,22.7,84.2,923.4,13.6,BL,6.8,99.6,Hujan Lebat
Purwokerto,6,23.6,31.3,26.8,75.3,1003.0,15.4,TG,6.0,0.0,Tidak Hujan
Pekalongan,10,25.6,31.5,29.1,81.2,1009.7,3.6,TL,6.8,5.3,Hujan Ringan
Tegal,8,27.2,,29.7,78.2,1014.7,16.0,B,9.0,0.0,Tidak Hujan
Magelang,12,23.0,30.1,27.3,,970.4,7.1,S,4.0,119.3,Hujan Lebat
Pekalongan,12,27.0,33.4,30.1,91.2,1014.9,2.3,S,8.3,48.4,Hujan Sedang
Kudus,8,24.8,30.1,27.4,79.9,1009.5,5.7,BD,7.1,0.0,Tidak Hujan
Purwokerto,12,22.5,30.6,27.1,95.6,1001.9,2.6,T,8.6,32.7,Hujan Sedang
Salatiga,11,20.2,28.5,23.8,87.6,963.0,15.8,TG,1.2,108.4,Hujan Lebat
Semarang,11,25.3,30.7,27.5,90.0,1017.5,,T,5.7,31.2,Hujan Sedang
Pekalongan,10,26.5,30.3,28.2,98.4,1012.7,13.5,T,4.9,39.6,Hujan Sedang
Magelang,6,21.3,28.7,24.5,80.5,969.8,6.0,BD,9.8,9.7,Hujan Ringan
Purwokerto,8,22.8,31.2,27.8,78.7,1005.9,9.0,B,5.7,0.0,Tidak Hujan
Solo,8,22.3,32.2,27.4,77.3,997.3,5.7,TG,5.4,12.6,Hujan Ringan
Solo,4,,30.6,27.8,76.0,997.9,9.2,U,4.1,27.3,Hujan Sedang
Tegal,12,26.0,34.5,30.0,82.7,1008.6,5.3,U,6.3,41.3,Hujan Sedang
Pekalongan,1,22.6,31.0,25.7,96.0,1013.6,15.7,S,6.3,22.4,Hujan Sedang
Cilacap,7,24.5,32.3,27.7,81.0,1018.0,4.3,TL,8.6,0.0,Tidak Hujan
Salatiga,5,20.6,27.8,23.4,84.7,958.4,12.5,U,4.4,35.6,Hujan Sedang
Pekalongan,10,22.4,33.1,27.4,88.2,1009.2,2.1,U,6.6,36.7,Hujan Sedang
Cilacap,8,24.5,33.5,29.0,77.9,1010.8,7.6,T,8.0,0.0,Tidak Hujan
Magelang,3,21.1,31.2,26.2,99.0,969.4,4.6,U,1.9,110.8,Hujan Lebat
Cilacap,7,23.8,33.1,27.5,85.2,1015.4,6.1,B,6.9,0.0,Tidak Hujan
Salatiga,1,,32.2,26.7,93.9,960.7,3.6,T,2.3,104.4,Hujan Lebat
Magelang,3,22.4,30.3,27.2,,967.1,,S,7.3,120.1,Hujan Lebat
Solo,1,23.8,30.4,26.2,86.2,1004.5,,B,6.8,47.4,Hujan Sedang
Purwokerto,10,22.7,32.0,26.6,79.0,1005.3,3.2,B,7.1,3.6,Hujan Ringan
Purwokerto,6,22.6,31.5,26.7,84.7,1006.1,26.3,B,12.0,0.0,Tidak Hujan
Solo,7,25.0,32.2,28.5,76.1,997.6,7.6,U,8.1,0.0,Tidak Hujan
Solo,7,22.6,31.8,27.6,79.0,1002.5,2.6,T,11.0,0.0,Tidak Hujan
Purwokerto,1,23.5,30.1,26.2,88.8,1005.5,4.9,T,2.8,21.9,Hujan Sedang
Tegal,7,26.3,32.0,29.5,73.6,1011.3,9.5,U,9.5,0.0,Tidak Hujan
Kudus,10,23.0,33.8,28.3,83.0,1014.6,3.6,S,3.1,35.7,Hujan Sedang
Purwokerto,11,25.4,33.8,29.8,91.6,1004.6,6.4,TL,0.0,54.3,Hujan Lebat
Cilacap,5,24.3,32.9,28.3,81.0,1012.0,4.2,T,9.3,0.0,Tidak Hujan
Magelang,11,23.4,30.3,26.5,89.6,972.6,4.1,TL,5.4,139.6,Hujan Lebat
Cilacap,4,23.4,33.3,28.4,94.0,1011.8,6.1,S,5.4,24.8,Hujan Sedang
Kudus,4,24.0,,29.6,77.9,1015.2,21.5,T,4.7,42.7,Hujan Sedang
Semarang,10,24.2,35.9,30.1,86.7,1010.5,2.2,U,3.8,29.6,Hujan Sedang
Semarang,2,24.6,33.0,28.6,86.0,1011.6,8.6,BD,3.9,41.7,Hujan Sedang
Salatiga,9,20.0,30.5,25.6,81.2,,2.4,TL,10.0,6.0,Hujan Ringan
Salatiga,9,23.0,27.8,25.8,88.4,962.2,16.2,S,8.6,40.1,Hujan Sedang
Magelang,3,22.2,29.7,26.6,87.2,966.2,6.9,T,5.3,96.9,Hujan Lebat
Purwokerto,8,23.5,33.6,28.4,76.1,1003.4,9.2,U,,0.0,Tidak Hujan
Pekalongan,7,24.4,29.7,26.6,71.9,1014.4,19.7,TG,8.2,0.0,Tidak Hujan
Kudus,7,24.0,33.5,28.7,87.4,1015.0,14.9,U,9.9,13.4,Hujan Ringan
